CALC_FOR_STATE_ACCT,CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,CAMP_ALLD,CAMP_ALLN_CMP2,CAMP_ALLN_GRAD,CAMP_ALLN_CONT,CAMP_ALLN_TXCHSE,CAMP_ALLN_DROP,CAMP_ALLR_CMP2,CAMP_ALLR_GRAD,CAMP_ALLR_CONT,CAMP_ALLR_TXCHSE,CAMP_ALLR_DROP,CAMP_ALLR_RAED,CAMP_AAD,CAMP_AAN_CMP2,CAMP_AAN_GRAD,CAMP_AAN_CONT,CAMP_AAN_TXCHSE,CAMP_AAN_DROP,CAMP_AAR_CMP2,CAMP_AAR_GRAD,CAMP_AAR_CONT,CAMP_AAR_TXCHSE,CAMP_AAR_DROP,CAMP_AAR_RAED,CAMP_ASD,CAMP_ASN_CMP2,CAMP_ASN_GRAD,CAMP_ASN_CONT,CAMP_ASN_TXCHSE,CAMP_ASN_DROP,CAMP_ASR_CMP2,CAMP_ASR_GRAD,CAMP_ASR_CONT,CAMP_ASR_TXCHSE,CAMP_ASR_DROP,CAMP_ASR_RAED,CAMP_HSD,CAMP_HSN_CMP2,CAMP_HSN_GRAD,CAMP_HSN_CONT,CAMP_HSN_TXCHSE,CAMP_HSN_DROP,CAMP_HSR_CMP2,CAMP_HSR_GRAD,CAMP_HSR_CONT,CAMP_HSR_TXCHSE,CAMP_HSR_DROP,CAMP_HSR_RAED,CAMP_MUD,CAMP_MUN_CMP2,CAMP_MUN_GRAD,CAMP_MUN_CONT,CAMP_MUN_TXCHSE,CAMP_MUN_DROP,CAMP_MUR_CMP2,CAMP_MUR_GRAD,CAMP_MUR_CONT,CAMP_MUR_TXCHSE,CAMP_MUR_DROP,CAMP_MUR_RAED,CAMP_NAD,CAMP_NAN_CMP2,CAMP_NAN_GRAD,CAMP_NAN_CONT,CAMP_NAN_TXCHSE,CAMP_NAN_DROP,CAMP_NAR_CMP2,CAMP_NAR_GRAD,CAMP_NAR_CONT,CAMP_NAR_TXCHSE,CAMP_NAR_DROP,CAMP_NAR_RAED,CAMP_PID,CAMP_PIN_CMP2,CAMP_PIN_GRAD,CAMP_PIN_CONT,CAMP_PIN_TXCHSE,CAMP_PIN_DROP,CAMP_PIR_CMP2,CAMP_PIR_GRAD,CAMP_PIR_CONT,CAMP_PIR_TXCHSE,CAMP_PIR_DROP,CAMP_PIR_RAED,CAMP_WHD,CAMP_WHN_CMP2,CAMP_WHN_GRAD,CAMP_WHN_CONT,CAMP_WHN_TXCHSE,CAMP_WHN_DROP,CAMP_WHR_CMP2,CAMP_WHR_GRAD,CAMP_WHR_CONT,CAMP_WHR_TXCHSE,CAMP_WHR_DROP,CAMP_WHR_RAED,CAMP_ECND,CAMP_ECNN_CMP2,CAMP_ECNN_GRAD,CAMP_ECNN_CONT,CAMP_ECNN_TXCHSE,CAMP_ECNN_DROP,CAMP_ECNR_CMP2,CAMP_ECNR_GRAD,CAMP_ECNR_CONT,CAMP_ECNR_TXCHSE,CAMP_ECNR_DROP,CAMP_ECNR_RAED,CAMP_NECND,CAMP_NECNN_CMP2,CAMP_NECNN_GRAD,CAMP_NECNN_CONT,CAMP_NECNN_TXCHSE,CAMP_NECNN_DROP,CAMP_NECNR_CMP2,CAMP_NECNR_GRAD,CAMP_NECNR_CONT,CAMP_NECNR_TXCHSE,CAMP_NECNR_DROP,CAMP_NECNR_RAED,CAMP_FEMD,CAMP_FEMN_CMP2,CAMP_FEMN_GRAD,CAMP_FEMN_CONT,CAMP_FEMN_TXCHSE,CAMP_FEMN_DROP,CAMP_FEMR_CMP2,CAMP_FEMR_GRAD,CAMP_FEMR_CONT,CAMP_FEMR_TXCHSE,CAMP_FEMR_DROP,CAMP_FEMR_RAED,CAMP_MALD,CAMP_MALN_CMP2,CAMP_MALN_GRAD,CAMP_MALN_CONT,CAMP_MALN_TXCHSE,CAMP_MALN_DROP,CAMP_MALR_CMP2,CAMP_MALR_GRAD,CAMP_MALR_CONT,CAMP_MALR_TXCHSE,CAMP_MALR_DROP,CAMP_MALR_RAED,CAMP_ATRD,CAMP_ATRN_CMP2,CAMP_ATRN_GRAD,CAMP_ATRN_CONT,CAMP_ATRN_TXCHSE,CAMP_ATRN_DROP,CAMP_ATRR_CMP2,CAMP_ATRR_GRAD,CAMP_ATRR_CONT,CAMP_ATRR_TXCHSE,CAMP_ATRR_DROP,CAMP_ATRR_RAED,CAMP_BED,CAMP_BEN_CMP2,CAMP_BEN_GRAD,CAMP_BEN_CONT,CAMP_BEN_TXCHSE,CAMP_BEN_DROP,CAMP_BER_CMP2,CAMP_BER_GRAD,CAMP_BER_CONT,CAMP_BER_TXCHSE,CAMP_BER_DROP,CAMP_BER_RAED,CAMP_CTED,CAMP_CTEN_CMP2,CAMP_CTEN_GRAD,CAMP_CTEN_CONT,CAMP_CTEN_TXCHSE,CAMP_CTEN_DROP,CAMP_CTER_CMP2,CAMP_CTER_GRAD,CAMP_CTER_CONT,CAMP_CTER_TXCHSE,CAMP_CTER_DROP,CAMP_CTER_RAED,CAMP_DYSD,CAMP_DYSN_CMP2,CAMP_DYSN_GRAD,CAMP_DYSN_CONT,CAMP_DYSN_TXCHSE,CAMP_DYSN_DROP,CAMP_DYSR_CMP2,CAMP_DYSR_GRAD,CAMP_DYSR_CONT,CAMP_DYSR_TXCHSE,CAMP_DYSR_DROP,CAMP_DYSR_RAED,CAMP_VFOSD,CAMP_VFOSN_CMP2,CAMP_VFOSN_GRAD,CAMP_VFOSN_CONT,CAMP_VFOSN_TXCHSE,CAMP_VFOSN_DROP,CAMP_VFOSR_CMP2,CAMP_VFOSR_GRAD,CAMP_VFOSR_CONT,CAMP_VFOSR_TXCHSE,CAMP_VFOSR_DROP,CAMP_VFOSR_RAED,CAMP_FOSD,CAMP_FOSN_CMP2,CAMP_FOSN_GRAD,CAMP_FOSN_CONT,CAMP_FOSN_TXCHSE,CAMP_FOSN_DROP,CAMP_FOSR_CMP2,CAMP_FOSR_GRAD,CAMP_FOSR_CONT,CAMP_FOSR_TXCHSE,CAMP_FOSR_DROP,CAMP_FOSR_RAED,CAMP_GFTD,CAMP_GFTN_CMP2,CAMP_GFTN_GRAD,CAMP_GFTN_CONT,CAMP_GFTN_TXCHSE,CAMP_GFTN_DROP,CAMP_GFTR_CMP2,CAMP_GFTR_GRAD,CAMP_GFTR_CONT,CAMP_GFTR_TXCHSE,CAMP_GFTR_DROP,CAMP_GFTR_RAED,CAMP_VHLD,CAMP_VHLN_CMP2,CAMP_VHLN_GRAD,CAMP_VHLN_CONT,CAMP_VHLN_TXCHSE,CAMP_VHLN_DROP,CAMP_VHLR_CMP2,CAMP_VHLR_GRAD,CAMP_VHLR_CONT,CAMP_VHLR_TXCHSE,CAMP_VHLR_DROP,CAMP_VHLR_RAED,CAMP_IMMD,CAMP_IMMN_CMP2,CAMP_IMMN_GRAD,CAMP_IMMN_CONT,CAMP_IMMN_TXCHSE,CAMP_IMMN_DROP,CAMP_IMMR_CMP2,CAMP_IMMR_GRAD,CAMP_IMMR_CONT,CAMP_IMMR_TXCHSE,CAMP_IMMR_DROP,CAMP_IMMR_RAED,CAMP_LEPHSD,CAMP_LEPHSN_CMP2,CAMP_LEPHSN_GRAD,CAMP_LEPHSN_CONT,CAMP_LEPHSN_TXCHSE,CAMP_LEPHSN_DROP,CAMP_LEPHSR_CMP2,CAMP_LEPHSR_GRAD,CAMP_LEPHSR_CONT,CAMP_LEPHSR_TXCHSE,CAMP_LEPHSR_DROP,CAMP_LEPHSR_RAED,CAMP_LEPD,CAMP_LEPN_CMP2,CAMP_LEPN_GRAD,CAMP_LEPN_CONT,CAMP_LEPN_TXCHSE,CAMP_LEPN_DROP,CAMP_LEPR_CMP2,CAMP_LEPR_GRAD,CAMP_LEPR_CONT,CAMP_LEPR_TXCHSE,CAMP_LEPR_DROP,CAMP_LEPR_RAED,CAMP_MIGD,CAMP_MIGN_CMP2,CAMP_MIGN_GRAD,CAMP_MIGN_CONT,CAMP_MIGN_TXCHSE,CAMP_MIGN_DROP,CAMP_MIGR_CMP2,CAMP_MIGR_GRAD,CAMP_MIGR_CONT,CAMP_MIGR_TXCHSE,CAMP_MIGR_DROP,CAMP_MIGR_RAED,CAMP_FDMILD,CAMP_FDMILN_CMP2,CAMP_FDMILN_GRAD,CAMP_FDMILN_CONT,CAMP_FDMILN_TXCHSE,CAMP_FDMILN_DROP,CAMP_FDMILR_CMP2,CAMP_FDMILR_GRAD,CAMP_FDMILR_CONT,CAMP_FDMILR_TXCHSE,CAMP_FDMILR_DROP,CAMP_FDMILR_RAED,CAMP_MILD,CAMP_MILN_CMP2,CAMP_MILN_GRAD,CAMP_MILN_CONT,CAMP_MILN_TXCHSE,CAMP_MILN_DROP,CAMP_MILR_CMP2,CAMP_MILR_GRAD,CAMP_MILR_CONT,CAMP_MILR_TXCHSE,CAMP_MILR_DROP,CAMP_MILR_RAED,CAMP_SPED,CAMP_SPEN_CMP2,CAMP_SPEN_GRAD,CAMP_SPEN_CONT,CAMP_SPEN_TXCHSE,CAMP_SPEN_DROP,CAMP_SPER_CMP2,CAMP_SPER_GRAD,CAMP_SPER_CONT,CAMP_SPER_TXCHSE,CAMP_SPER_DROP,CAMP_SPER_RAED,CAMP_TTLD,CAMP_TTLN_CMP2,CAMP_TTLN_GRAD,CAMP_TTLN_CONT,CAMP_TTLN_TXCHSE,CAMP_TTLN_DROP,CAMP_TTLR_CMP2,CAMP_TTLR_GRAD,CAMP_TTLR_CONT,CAMP_TTLR_TXCHSE,CAMP_TTLR_DROP,CAMP_TTLR_RAED
No,057910002,Grand Prairie H S,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,660,609,603,4,2,51,92,91,1,0,8,93,105,98,95,2,1,7,93,91,2,1,7,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,497,464,461,2,1,33,93,93,0,0,7,93,6,6,6,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,46,36,36,0,0,10,78,78,0,0,22,83,544,501,497,3,1,43,92,91,1,0,8,92,116,108,106,1,1,8,93,91,1,1,7,95,298,282,280,1,1,16,95,94,0,0,5,94,362,327,323,3,1,35,90,89,1,0,10,92,497,455,451,3,1,42,92,91,1,0,9,91,238,215,213,1,1,23,90,90,0,0,10,91,242,232,232,0,0,10,96,96,0,0,4,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,29,29,29,0,0,0,100,100,0,0,0,100,69,61,61,0,0,8,88,88,0,0,12,89,25,15,15,0,0,10,60,60,0,0,40,93,261,237,235,1,1,24,91,90,0,0,9,91,250,227,225,1,1,23,91,90,0,0,9,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,0,0,0,100,100,0,0,0,100,62,56,54,2,0,6,90,87,3,0,10,85,657,608,603,3,2,49,93,92,1,0,8,93
Yes,057910002,Grand Prairie H S,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,654,607,601,4,2,47,93,92,1,0,7,93,105,98,95,2,1,7,93,91,2,1,7,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,493,463,460,2,1,30,94,93,0,0,6,93,6,6,6,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,44,35,35,0,0,9,80,80,0,0,21,83,539,499,495,3,1,40,93,92,1,0,7,92,115,108,106,1,1,7,94,92,1,1,6,95,295,281,279,1,1,14,95,95,0,0,5,94,359,326,322,3,1,33,91,90,1,0,9,92,492,453,449,3,1,39,92,91,1,0,8,91,236,215,213,1,1,21,91,90,0,0,9,91,239,231,231,0,0,8,97,97,0,0,3,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,29,29,29,0,0,0,100,100,0,0,0,100,69,61,61,0,0,8,88,88,0,0,12,89,25,15,15,0,0,10,60,60,0,0,40,93,259,237,235,1,1,22,92,91,0,0,9,91,248,227,225,1,1,21,92,91,0,0,9,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,0,0,0,100,100,0,0,0,100,60,54,52,2,0,6,90,87,3,0,10,85,651,606,601,3,2,45,93,92,1,0,7,93
No,057910003,South Grand Prairie H S,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,708,695,672,18,5,13,98,95,3,1,2,94,165,162,157,5,0,3,98,95,3,0,2,96,48,48,47,0,1,0,100,98,0,2,0,100,392,384,370,10,4,8,98,94,3,1,2,93,-3,-3,-3,-3,-3,-3,100,94,6,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,84,82,80,2,0,2,98,95,2,0,2,94,380,368,360,5,3,12,97,95,1,1,3,93,328,327,312,13,2,1,100,95,4,1,0,96,367,364,357,6,1,3,99,97,2,0,1,97,341,331,315,12,4,10,97,92,4,1,3,91,367,357,341,13,3,10,97,93,4,1,3,90,78,76,73,2,1,2,97,94,3,1,3,92,211,209,208,0,1,2,99,99,0,1,1,96,21,21,21,0,0,0,100,100,0,0,0,91,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,84,84,83,0,1,0,100,99,0,1,0,100,28,26,24,2,0,2,93,86,7,0,7,79,8,8,7,0,1,0,100,88,0,13,0,86,106,102,98,3,1,4,96,93,3,1,4,92,92,90,87,2,1,2,98,95,2,1,2,91,0,0,0,0,0,0,.,.,.,.,.,.,5,5,5,0,0,0,100,100,0,0,0,100,10,10,10,0,0,0,100,100,0,0,0,100,57,54,38,16,0,3,95,67,28,0,5,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Yes,057910003,South Grand Prairie H S,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,703,690,672,13,5,13,98,96,2,1,2,94,162,159,157,2,0,3,98,97,1,0,2,96,48,48,47,0,1,0,100,98,0,2,0,100,390,382,370,8,4,8,98,95,2,1,2,93,-3,-3,-3,-3,-3,-3,100,94,6,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,84,82,80,2,0,2,98,95,2,0,2,94,379,367,360,4,3,12,97,95,1,1,3,93,324,323,312,9,2,1,100,96,3,1,0,96,365,362,357,4,1,3,99,98,1,0,1,97,338,328,315,9,4,10,97,93,3,1,3,91,363,353,341,9,3,10,97,94,3,1,3,90,78,76,73,2,1,2,97,94,3,1,3,92,211,209,208,0,1,2,99,99,0,1,1,96,21,21,21,0,0,0,100,100,0,0,0,91,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,84,84,83,0,1,0,100,99,0,1,0,100,28,26,24,2,0,2,93,86,7,0,7,79,8,8,7,0,1,0,100,88,0,13,0,86,106,102,98,3,1,4,96,93,3,1,4,92,92,90,87,2,1,2,98,95,2,1,2,91,0,0,0,0,0,0,.,.,.,.,.,.,5,5,5,0,0,0,100,100,0,0,0,100,10,10,10,0,0,0,100,100,0,0,0,100,52,49,38,11,0,3,94,73,21,0,6,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
No,057910009,Crosswinds Accelerated H S,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,400,342,275,67,0,58,86,69,17,0,15,82,54,49,45,4,0,5,91,83,7,0,9,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303,261,203,58,0,42,86,67,19,0,14,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,37,27,22,5,0,10,73,60,14,0,27,91,283,241,200,41,0,42,85,71,15,0,15,82,117,101,75,26,0,16,86,64,22,0,14,81,172,150,127,23,0,22,87,74,13,0,13,84,228,192,148,44,0,36,84,65,19,0,16,80,322,275,213,62,0,47,85,66,19,0,15,81,113,92,71,21,0,21,81,63,19,0,19,85,123,109,88,21,0,14,89,72,17,0,11,81,8,8,5,3,0,0,100,63,38,0,0,80,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,51,40,11,0,9,85,67,18,0,15,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,133,109,80,29,0,24,82,60,22,0,18,85,117,96,74,22,0,21,82,63,19,0,18,85,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,31,24,7,0,5,86,67,19,0,14,38,58,50,50,0,0,8,86,86,0,0,14,92
Yes,057910009,Crosswinds Accelerated H S,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,379,327,270,57,0,52,86,71,15,0,14,81,54,49,45,4,0,5,91,83,7,0,9,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,284,246,198,48,0,38,87,70,17,0,13,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,35,27,22,5,0,8,77,63,14,0,23,91,266,229,196,33,0,37,86,74,12,0,14,81,113,98,74,24,0,15,87,66,21,0,13,81,158,138,122,16,0,20,87,77,10,0,13,83,221,189,148,41,0,32,86,67,19,0,15,80,304,262,208,54,0,42,86,68,18,0,14,81,106,88,69,19,0,18,83,65,18,0,17,84,115,102,86,16,0,13,89,75,14,0,11,80,8,8,5,3,0,0,100,63,38,0,0,80,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,49,39,10,0,8,86,68,18,0,14,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123,102,77,25,0,21,83,63,20,0,17,84,110,92,72,20,0,18,84,66,18,0,16,85,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,28,24,4,0,4,88,75,13,0,13,38,57,50,50,0,0,7,88,88,0,0,12,92
No,057910010,John A Dubiski Career H S,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,397,396,395,1,0,1,100,100,0,0,0,99,34,34,33,1,0,0,100,97,3,0,0,100,18,18,18,0,0,0,100,100,0,0,0,100,302,301,301,0,0,1,100,100,0,0,0,99,-3,-3,-3,-3,-3,-3,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,35,35,35,0,0,0,100,100,0,0,0,97,269,268,268,0,0,1,100,100,0,0,0,99,128,128,127,1,0,0,100,99,1,0,0,99,227,227,226,1,0,0,100,100,0,0,0,99,170,169,169,0,0,1,99,99,0,0,1,99,226,225,224,1,0,1,100,99,0,0,0,98,120,119,119,0,0,1,99,99,0,0,1,99,397,396,395,1,0,1,100,100,0,0,0,99,5,5,5,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,33,33,33,0,0,0,100,100,0,0,0,100,6,6,6,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,138,137,137,0,0,1,99,99,0,0,1,99,126,125,125,0,0,1,99,99,0,0,1,99,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,0,0,0,100,100,0,0,0,90,0,0,0,0,0,0,.,.,.,.,.,.
Yes,057910010,John A Dubiski Career H S,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,397,396,395,1,0,1,100,100,0,0,0,99,34,34,33,1,0,0,100,97,3,0,0,100,18,18,18,0,0,0,100,100,0,0,0,100,302,301,301,0,0,1,100,100,0,0,0,99,-3,-3,-3,-3,-3,-3,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,35,35,35,0,0,0,100,100,0,0,0,97,269,268,268,0,0,1,100,100,0,0,0,99,128,128,127,1,0,0,100,99,1,0,0,99,227,227,226,1,0,0,100,100,0,0,0,99,170,169,169,0,0,1,99,99,0,0,1,99,226,225,224,1,0,1,100,99,0,0,0,98,120,119,119,0,0,1,99,99,0,0,1,99,397,396,395,1,0,1,100,100,0,0,0,99,5,5,5,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,33,33,33,0,0,0,100,100,0,0,0,100,6,6,6,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,138,137,137,0,0,1,99,99,0,0,1,99,126,125,125,0,0,1,99,99,0,0,1,99,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,0,0,0,100,100,0,0,0,90,0,0,0,0,0,0,.,.,.,.,.,.
No,057910011,Grand Prairie Collegiate Institute,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,21,21,21,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,16,16,16,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,15,15,0,0,0,100,100,0,0,0,100,6,6,6,0,0,0,100,100,0,0,0,100,5,5,5,0,0,0,100,100,0,0,0,100,16,16,16,0,0,0,100,100,0,0,0,100,5,5,5,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,6,6,6,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,0,0,0,100,100,0,0,0,100
Yes,057910011,Grand Prairie Collegiate Institute,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,21,21,21,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,16,16,16,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,15,15,0,0,0,100,100,0,0,0,100,6,6,6,0,0,0,100,100,0,0,0,100,5,5,5,0,0,0,100,100,0,0,0,100,16,16,16,0,0,0,100,100,0,0,0,100,5,5,5,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,6,6,6,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,0,0,0,100,100,0,0,0,100
No,057910053,Ywla At Bill Arnold,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,29,29,29,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,0,0,0,100,100,0,0,0,100,15,15,15,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,6,6,6,0,0,0,100,100,0,0,0,100,21,21,21,0,0,0,100,100,0,0,0,100,8,8,8,0,0,0,100,100,0,0,0,100,29,29,29,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,14,14,14,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,29,29,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,5,5,5,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,29,29,29,0,0,0,100,100,0,0,0,100
