CALC_FOR_STATE_ACCT,CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,CAMP_ALLD,CAMP_ALLN_CMP2,CAMP_ALLN_GRAD,CAMP_ALLN_CONT,CAMP_ALLN_TXCHSE,CAMP_ALLN_DROP,CAMP_ALLR_CMP2,CAMP_ALLR_GRAD,CAMP_ALLR_CONT,CAMP_ALLR_TXCHSE,CAMP_ALLR_DROP,CAMP_ALLR_RAED,CAMP_AAD,CAMP_AAN_CMP2,CAMP_AAN_GRAD,CAMP_AAN_CONT,CAMP_AAN_TXCHSE,CAMP_AAN_DROP,CAMP_AAR_CMP2,CAMP_AAR_GRAD,CAMP_AAR_CONT,CAMP_AAR_TXCHSE,CAMP_AAR_DROP,CAMP_AAR_RAED,CAMP_ASD,CAMP_ASN_CMP2,CAMP_ASN_GRAD,CAMP_ASN_CONT,CAMP_ASN_TXCHSE,CAMP_ASN_DROP,CAMP_ASR_CMP2,CAMP_ASR_GRAD,CAMP_ASR_CONT,CAMP_ASR_TXCHSE,CAMP_ASR_DROP,CAMP_ASR_RAED,CAMP_HSD,CAMP_HSN_CMP2,CAMP_HSN_GRAD,CAMP_HSN_CONT,CAMP_HSN_TXCHSE,CAMP_HSN_DROP,CAMP_HSR_CMP2,CAMP_HSR_GRAD,CAMP_HSR_CONT,CAMP_HSR_TXCHSE,CAMP_HSR_DROP,CAMP_HSR_RAED,CAMP_MUD,CAMP_MUN_CMP2,CAMP_MUN_GRAD,CAMP_MUN_CONT,CAMP_MUN_TXCHSE,CAMP_MUN_DROP,CAMP_MUR_CMP2,CAMP_MUR_GRAD,CAMP_MUR_CONT,CAMP_MUR_TXCHSE,CAMP_MUR_DROP,CAMP_MUR_RAED,CAMP_NAD,CAMP_NAN_CMP2,CAMP_NAN_GRAD,CAMP_NAN_CONT,CAMP_NAN_TXCHSE,CAMP_NAN_DROP,CAMP_NAR_CMP2,CAMP_NAR_GRAD,CAMP_NAR_CONT,CAMP_NAR_TXCHSE,CAMP_NAR_DROP,CAMP_NAR_RAED,CAMP_PID,CAMP_PIN_CMP2,CAMP_PIN_GRAD,CAMP_PIN_CONT,CAMP_PIN_TXCHSE,CAMP_PIN_DROP,CAMP_PIR_CMP2,CAMP_PIR_GRAD,CAMP_PIR_CONT,CAMP_PIR_TXCHSE,CAMP_PIR_DROP,CAMP_PIR_RAED,CAMP_WHD,CAMP_WHN_CMP2,CAMP_WHN_GRAD,CAMP_WHN_CONT,CAMP_WHN_TXCHSE,CAMP_WHN_DROP,CAMP_WHR_CMP2,CAMP_WHR_GRAD,CAMP_WHR_CONT,CAMP_WHR_TXCHSE,CAMP_WHR_DROP,CAMP_WHR_RAED,CAMP_ECND,CAMP_ECNN_CMP2,CAMP_ECNN_GRAD,CAMP_ECNN_CONT,CAMP_ECNN_TXCHSE,CAMP_ECNN_DROP,CAMP_ECNR_CMP2,CAMP_ECNR_GRAD,CAMP_ECNR_CONT,CAMP_ECNR_TXCHSE,CAMP_ECNR_DROP,CAMP_ECNR_RAED,CAMP_NECND,CAMP_NECNN_CMP2,CAMP_NECNN_GRAD,CAMP_NECNN_CONT,CAMP_NECNN_TXCHSE,CAMP_NECNN_DROP,CAMP_NECNR_CMP2,CAMP_NECNR_GRAD,CAMP_NECNR_CONT,CAMP_NECNR_TXCHSE,CAMP_NECNR_DROP,CAMP_NECNR_RAED,CAMP_FEMD,CAMP_FEMN_CMP2,CAMP_FEMN_GRAD,CAMP_FEMN_CONT,CAMP_FEMN_TXCHSE,CAMP_FEMN_DROP,CAMP_FEMR_CMP2,CAMP_FEMR_GRAD,CAMP_FEMR_CONT,CAMP_FEMR_TXCHSE,CAMP_FEMR_DROP,CAMP_FEMR_RAED,CAMP_MALD,CAMP_MALN_CMP2,CAMP_MALN_GRAD,CAMP_MALN_CONT,CAMP_MALN_TXCHSE,CAMP_MALN_DROP,CAMP_MALR_CMP2,CAMP_MALR_GRAD,CAMP_MALR_CONT,CAMP_MALR_TXCHSE,CAMP_MALR_DROP,CAMP_MALR_RAED,CAMP_ATRD,CAMP_ATRN_CMP2,CAMP_ATRN_GRAD,CAMP_ATRN_CONT,CAMP_ATRN_TXCHSE,CAMP_ATRN_DROP,CAMP_ATRR_CMP2,CAMP_ATRR_GRAD,CAMP_ATRR_CONT,CAMP_ATRR_TXCHSE,CAMP_ATRR_DROP,CAMP_ATRR_RAED,CAMP_BED,CAMP_BEN_CMP2,CAMP_BEN_GRAD,CAMP_BEN_CONT,CAMP_BEN_TXCHSE,CAMP_BEN_DROP,CAMP_BER_CMP2,CAMP_BER_GRAD,CAMP_BER_CONT,CAMP_BER_TXCHSE,CAMP_BER_DROP,CAMP_BER_RAED,CAMP_CTED,CAMP_CTEN_CMP2,CAMP_CTEN_GRAD,CAMP_CTEN_CONT,CAMP_CTEN_TXCHSE,CAMP_CTEN_DROP,CAMP_CTER_CMP2,CAMP_CTER_GRAD,CAMP_CTER_CONT,CAMP_CTER_TXCHSE,CAMP_CTER_DROP,CAMP_CTER_RAED,CAMP_DYSD,CAMP_DYSN_CMP2,CAMP_DYSN_GRAD,CAMP_DYSN_CONT,CAMP_DYSN_TXCHSE,CAMP_DYSN_DROP,CAMP_DYSR_CMP2,CAMP_DYSR_GRAD,CAMP_DYSR_CONT,CAMP_DYSR_TXCHSE,CAMP_DYSR_DROP,CAMP_DYSR_RAED,CAMP_ECHSD,CAMP_ECHSN_CMP2,CAMP_ECHSN_GRAD,CAMP_ECHSN_CONT,CAMP_ECHSN_TXCHSE,CAMP_ECHSN_DROP,CAMP_ECHSR_CMP2,CAMP_ECHSR_GRAD,CAMP_ECHSR_CONT,CAMP_ECHSR_TXCHSE,CAMP_ECHSR_DROP,CAMP_ECHSR_RAED,CAMP_VFOSD,CAMP_VFOSN_CMP2,CAMP_VFOSN_GRAD,CAMP_VFOSN_CONT,CAMP_VFOSN_TXCHSE,CAMP_VFOSN_DROP,CAMP_VFOSR_CMP2,CAMP_VFOSR_GRAD,CAMP_VFOSR_CONT,CAMP_VFOSR_TXCHSE,CAMP_VFOSR_DROP,CAMP_VFOSR_RAED,CAMP_FOSD,CAMP_FOSN_CMP2,CAMP_FOSN_GRAD,CAMP_FOSN_CONT,CAMP_FOSN_TXCHSE,CAMP_FOSN_DROP,CAMP_FOSR_CMP2,CAMP_FOSR_GRAD,CAMP_FOSR_CONT,CAMP_FOSR_TXCHSE,CAMP_FOSR_DROP,CAMP_FOSR_RAED,CAMP_GFTD,CAMP_GFTN_CMP2,CAMP_GFTN_GRAD,CAMP_GFTN_CONT,CAMP_GFTN_TXCHSE,CAMP_GFTN_DROP,CAMP_GFTR_CMP2,CAMP_GFTR_GRAD,CAMP_GFTR_CONT,CAMP_GFTR_TXCHSE,CAMP_GFTR_DROP,CAMP_GFTR_RAED,CAMP_VHLD,CAMP_VHLN_CMP2,CAMP_VHLN_GRAD,CAMP_VHLN_CONT,CAMP_VHLN_TXCHSE,CAMP_VHLN_DROP,CAMP_VHLR_CMP2,CAMP_VHLR_GRAD,CAMP_VHLR_CONT,CAMP_VHLR_TXCHSE,CAMP_VHLR_DROP,CAMP_VHLR_RAED,CAMP_IMMD,CAMP_IMMN_CMP2,CAMP_IMMN_GRAD,CAMP_IMMN_CONT,CAMP_IMMN_TXCHSE,CAMP_IMMN_DROP,CAMP_IMMR_CMP2,CAMP_IMMR_GRAD,CAMP_IMMR_CONT,CAMP_IMMR_TXCHSE,CAMP_IMMR_DROP,CAMP_IMMR_RAED,CAMP_LEPHSD,CAMP_LEPHSN_CMP2,CAMP_LEPHSN_GRAD,CAMP_LEPHSN_CONT,CAMP_LEPHSN_TXCHSE,CAMP_LEPHSN_DROP,CAMP_LEPHSR_CMP2,CAMP_LEPHSR_GRAD,CAMP_LEPHSR_CONT,CAMP_LEPHSR_TXCHSE,CAMP_LEPHSR_DROP,CAMP_LEPHSR_RAED,CAMP_LEPD,CAMP_LEPN_CMP2,CAMP_LEPN_GRAD,CAMP_LEPN_CONT,CAMP_LEPN_TXCHSE,CAMP_LEPN_DROP,CAMP_LEPR_CMP2,CAMP_LEPR_GRAD,CAMP_LEPR_CONT,CAMP_LEPR_TXCHSE,CAMP_LEPR_DROP,CAMP_LEPR_RAED,CAMP_MIGD,CAMP_MIGN_CMP2,CAMP_MIGN_GRAD,CAMP_MIGN_CONT,CAMP_MIGN_TXCHSE,CAMP_MIGN_DROP,CAMP_MIGR_CMP2,CAMP_MIGR_GRAD,CAMP_MIGR_CONT,CAMP_MIGR_TXCHSE,CAMP_MIGR_DROP,CAMP_MIGR_RAED,CAMP_FDMILD,CAMP_FDMILN_CMP2,CAMP_FDMILN_GRAD,CAMP_FDMILN_CONT,CAMP_FDMILN_TXCHSE,CAMP_FDMILN_DROP,CAMP_FDMILR_CMP2,CAMP_FDMILR_GRAD,CAMP_FDMILR_CONT,CAMP_FDMILR_TXCHSE,CAMP_FDMILR_DROP,CAMP_FDMILR_RAED,CAMP_MILD,CAMP_MILN_CMP2,CAMP_MILN_GRAD,CAMP_MILN_CONT,CAMP_MILN_TXCHSE,CAMP_MILN_DROP,CAMP_MILR_CMP2,CAMP_MILR_GRAD,CAMP_MILR_CONT,CAMP_MILR_TXCHSE,CAMP_MILR_DROP,CAMP_MILR_RAED,CAMP_SPED,CAMP_SPEN_CMP2,CAMP_SPEN_GRAD,CAMP_SPEN_CONT,CAMP_SPEN_TXCHSE,CAMP_SPEN_DROP,CAMP_SPER_CMP2,CAMP_SPER_GRAD,CAMP_SPER_CONT,CAMP_SPER_TXCHSE,CAMP_SPER_DROP,CAMP_SPER_RAED,CAMP_TSTEMD,CAMP_TSTEMN_CMP2,CAMP_TSTEMN_GRAD,CAMP_TSTEMN_CONT,CAMP_TSTEMN_TXCHSE,CAMP_TSTEMN_DROP,CAMP_TSTEMR_CMP2,CAMP_TSTEMR_GRAD,CAMP_TSTEMR_CONT,CAMP_TSTEMR_TXCHSE,CAMP_TSTEMR_DROP,CAMP_TSTEMR_RAED,CAMP_TTLD,CAMP_TTLN_CMP2,CAMP_TTLN_GRAD,CAMP_TTLN_CONT,CAMP_TTLN_TXCHSE,CAMP_TTLN_DROP,CAMP_TTLR_CMP2,CAMP_TTLR_GRAD,CAMP_TTLR_CONT,CAMP_TTLR_TXCHSE,CAMP_TTLR_DROP,CAMP_TTLR_RAED
Yes,019907003,Options,019907,Texarkana ISD,019,Bowie County,08,Mt Pleasant,82,77,75,2,0,5,94,92,2,0,6,57,40,37,37,0,0,3,93,93,0,0,8,46,0,0,0,0,0,0,.,.,.,.,.,.,9,9,9,0,0,0,100,100,0,0,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,28,27,25,2,0,1,96,89,7,0,4,76,61,59,57,2,0,2,97,93,3,0,3,51,21,18,18,0,0,3,86,86,0,0,14,78,46,45,43,2,0,1,98,94,4,0,2,58,36,32,32,0,0,4,89,89,0,0,11,56,51,48,48,0,0,3,94,94,0,0,6,50,0,0,0,0,0,0,.,.,.,.,.,.,64,64,63,1,0,0,100,98,2,0,0,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,7,7,7,0,0,0,100,100,0,0,0,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,5,4,4,0,0,1,80,80,0,0,20,0,16,16,16,0,0,0,100,100,0,0,0,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
No,019908001,Liberty-Eylau H S,019908,Liberty-Eylau ISD,019,Bowie County,08,Mt Pleasant,176,166,162,4,0,10,94,92,2,0,6,38,97,92,89,3,0,5,95,92,3,0,5,38,0,0,0,0,0,0,.,.,.,.,.,.,-3,-3,-3,-3,-3,-3,86,71,14,0,14,40,7,7,7,0,0,0,100,100,0,0,0,43,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,60,60,0,0,4,94,94,0,0,6,38,95,90,89,1,0,5,95,94,1,0,5,33,81,76,73,3,0,5,94,90,4,0,6,45,86,83,81,2,0,3,97,94,2,0,4,38,90,83,81,2,0,7,92,90,2,0,8,38,113,106,103,3,0,7,94,91,3,0,6,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,123,122,1,0,4,97,96,1,0,3,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,10,10,10,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,29,27,25,2,0,2,93,86,7,0,7,16,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.
Yes,019908001,Liberty-Eylau H S,019908,Liberty-Eylau ISD,019,Bowie County,08,Mt Pleasant,174,166,162,4,0,8,95,93,2,0,5,38,96,92,89,3,0,4,96,93,3,0,4,38,0,0,0,0,0,0,.,.,.,.,.,.,-3,-3,-3,-3,-3,-3,86,71,14,0,14,40,7,7,7,0,0,0,100,100,0,0,0,43,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,60,60,0,0,3,95,95,0,0,5,38,95,90,89,1,0,5,95,94,1,0,5,33,79,76,73,3,0,3,96,92,4,0,4,45,86,83,81,2,0,3,97,94,2,0,4,38,88,83,81,2,0,5,94,92,2,0,6,38,113,106,103,3,0,7,94,91,3,0,6,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,123,122,1,0,3,98,97,1,0,2,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,10,10,10,0,0,0,100,100,0,0,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,28,27,25,2,0,1,96,89,7,0,4,16,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.
No,019909001,James Bowie H S,019909,Simms ISD,019,Bowie County,08,Mt Pleasant,38,38,38,0,0,0,100,100,0,0,0,74,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,36,36,36,0,0,0,100,100,0,0,0,72,15,15,15,0,0,0,100,100,0,0,0,53,23,23,23,0,0,0,100,100,0,0,0,87,18,18,18,0,0,0,100,100,0,0,0,61,20,20,20,0,0,0,100,100,0,0,0,85,6,6,6,0,0,0,100,100,0,0,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,37,37,0,0,0,100,100,0,0,0,73,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,9,9,9,0,0,0,100,100,0,0,0,11,0,0,0,0,0,0,.,.,.,.,.,.,38,38,38,0,0,0,100,100,0,0,0,74
Yes,019909001,James Bowie H S,019909,Simms ISD,019,Bowie County,08,Mt Pleasant,38,38,38,0,0,0,100,100,0,0,0,74,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,36,36,36,0,0,0,100,100,0,0,0,72,15,15,15,0,0,0,100,100,0,0,0,53,23,23,23,0,0,0,100,100,0,0,0,87,18,18,18,0,0,0,100,100,0,0,0,61,20,20,20,0,0,0,100,100,0,0,0,85,6,6,6,0,0,0,100,100,0,0,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,37,37,0,0,0,100,100,0,0,0,73,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,9,9,9,0,0,0,100,100,0,0,0,11,0,0,0,0,0,0,.,.,.,.,.,.,38,38,38,0,0,0,100,100,0,0,0,74
No,019912001,Pleasant Grove H S,019912,Pleasant Grove ISD,019,Bowie County,08,Mt Pleasant,175,174,173,1,0,1,99,99,1,0,1,97,31,30,30,0,0,1,97,97,0,0,3,97,7,7,7,0,0,0,100,100,0,0,0,100,6,6,6,0,0,0,100,100,0,0,0,100,5,5,5,0,0,0,100,100,0,0,0,80,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,126,126,125,1,0,0,100,99,1,0,0,97,41,40,39,1,0,1,98,95,2,0,2,95,134,134,134,0,0,0,100,100,0,0,0,97,84,84,83,1,0,0,100,99,1,0,0,98,91,90,90,0,0,1,99,99,0,0,1,96,50,49,49,0,0,1,98,98,0,0,2,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,131,131,0,0,0,100,100,0,0,0,99,11,11,11,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,38,38,38,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,0,0,0,100,100,0,0,0,50,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.
Yes,019912001,Pleasant Grove H S,019912,Pleasant Grove ISD,019,Bowie County,08,Mt Pleasant,175,174,173,1,0,1,99,99,1,0,1,97,31,30,30,0,0,1,97,97,0,0,3,97,7,7,7,0,0,0,100,100,0,0,0,100,6,6,6,0,0,0,100,100,0,0,0,100,5,5,5,0,0,0,100,100,0,0,0,80,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,126,126,125,1,0,0,100,99,1,0,0,97,41,40,39,1,0,1,98,95,2,0,2,95,134,134,134,0,0,0,100,100,0,0,0,97,84,84,83,1,0,0,100,99,1,0,0,98,91,90,90,0,0,1,99,99,0,0,1,96,50,49,49,0,0,1,98,98,0,0,2,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,131,131,0,0,0,100,100,0,0,0,99,11,11,11,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,38,38,38,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,0,0,0,100,100,0,0,0,50,0,0,0,0,0,0,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,.,.,.
No,020901001,Alvin H S,020901,Alvin ISD,020,Brazoria County,04,Houston,693,692,649,42,1,1,100,94,6,0,0,84,28,28,26,2,0,0,100,93,7,0,0,85,-3,-3,-3,-3,-3,-3,100,100,0,0,0,92,374,374,351,22,1,0,100,94,6,0,0,83,19,19,19,0,0,0,100,100,0,0,0,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,258,257,239,18,0,1,100,93,7,0,0,86,393,392,367,24,1,1,100,93,6,0,0,79,300,300,282,18,0,0,100,94,6,0,0,91,335,335,321,14,0,0,100,96,4,0,0,87,358,357,328,28,1,1,100,92,8,0,0,82,252,251,224,26,1,1,100,89,10,0,0,71,45,45,41,4,0,0,100,91,9,0,0,71,503,503,494,8,1,0,100,98,2,0,0,87,41,40,38,2,0,1,98,93,5,0,2,84,0,0,0,0,0,0,.,.,.,.,.,.,6,6,3,3,0,0,100,50,50,0,0,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,78,77,1,0,0,100,99,1,0,0,100,49,48,42,6,0,1,98,86,12,0,2,64,5,5,5,0,0,0,100,100,0,0,0,80,57,57,53,4,0,0,100,93,7,0,0,76,45,45,41,4,0,0,100,91,9,0,0,71,0,0,0,0,0,0,.,.,.,.,.,.,5,5,5,0,0,0,100,100,0,0,0,100,10,10,10,0,0,0,100,100,0,0,0,100,100,99,82,17,0,1,99,82,17,0,1,48,0,0,0,0,0,0,.,.,.,.,.,.,19,18,16,2,0,1,95,84,11,0,5,63
Yes,020901001,Alvin H S,020901,Alvin ISD,020,Brazoria County,04,Houston,659,659,647,11,1,0,100,98,2,0,0,85,25,25,25,0,0,0,100,100,0,0,0,88,-3,-3,-3,-3,-3,-3,100,100,0,0,0,92,355,355,350,4,1,0,100,99,1,0,0,83,19,19,19,0,0,0,100,100,0,0,0,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,246,246,239,7,0,0,100,97,3,0,0,86,372,372,365,6,1,0,100,98,2,0,0,80,287,287,282,5,0,0,100,98,2,0,0,91,321,321,319,2,0,0,100,99,1,0,0,88,338,338,328,9,1,0,100,97,3,0,0,82,230,230,222,7,1,0,100,97,3,0,0,71,41,41,41,0,0,0,100,100,0,0,0,71,498,498,494,3,1,0,100,99,1,0,0,87,39,39,38,1,0,0,100,97,3,0,0,84,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,77,77,77,0,0,0,100,100,0,0,0,100,41,41,41,0,0,0,100,100,0,0,0,66,5,5,5,0,0,0,100,100,0,0,0,80,53,53,53,0,0,0,100,100,0,0,0,76,41,41,41,0,0,0,100,100,0,0,0,71,0,0,0,0,0,0,.,.,.,.,.,.,5,5,5,0,0,0,100,100,0,0,0,100,10,10,10,0,0,0,100,100,0,0,0,100,83,83,82,1,0,0,100,99,1,0,0,48,0,0,0,0,0,0,.,.,.,.,.,.,16,16,16,0,0,0,100,100,0,0,0,63
No,020901002,Manvel H S,020901,Alvin ISD,020,Brazoria County,04,Houston,508,505,484,21,0,3,99,95,4,0,1,86,179,177,173,4,0,2,99,97,2,0,1,88,13,13,13,0,0,0,100,100,0,0,0,92,219,219,204,15,0,0,100,93,7,0,0,84,-3,-3,-3,-3,-3,-3,100,100,0,0,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,.,.,.,.,.,.,86,85,83,2,0,1,99,97,2,0,1,88,287,284,271,13,0,3,99,94,5,0,1,84,221,221,213,8,0,0,100,96,4,0,0,89,246,245,240,5,0,1,100,98,2,0,0,91,262,260,244,16,0,2,99,93,6,0,1,82,224,222,208,14,0,2,99,93,6,0,1,78,41,41,37,4,0,0,100,90,10,0,0,87,376,376,370,6,0,0,100,98,2,0,0,91,21,21,20,1,0,0,100,95,5,0,0,90,0,0,0,0,0,0,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,28,28,0,0,0,100,100,0,0,0,96,28,28,24,4,0,0,100,86,14,0,0,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,52,44,8,0,1,98,83,15,0,2,82,47,47,41,6,0,0,100,87,13,0,0,83,0,0,0,0,0,0,.,.,.,.,.,.,6,6,6,0,0,0,100,100,0,0,0,67,12,12,11,1,0,0,100,92,8,0,0,73,59,59,54,5,0,0,100,92,9,0,0,59,0,0,0,0,0,0,.,.,.,.,.,.,8,8,8,0,0,0,100,100,0,0,0,50
